_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	17	24602	25069	1.0606933962264151	0.04375220762592409					424000	17	24602	25069	6.351764150943397	0.2341249696315806					424000	17	24602	25069	2.6496462264150944	40.796852356365704					424000	17	24602	25069	7.944587264150943	0.229060656261743				
	424000	17	24652	28714	1.0609433962264152	0.04377995981284498					424000	17	24652	28714	5.353301886792453	0.23425827677926211					424000	17	24652	28714	2.6457806603773584	40.79681245143154					424000	17	24652	28714	8.937759433962265	0.22948792253763023				
	424000	17	24702	33092	1.0580141509433962	0.04380750852126907					424000	17	24702	33092	6.883009433962264	0.2344975733275128					424000	17	24702	33092	2.6414646226415095	40.79677279343796					424000	17	24702	33092	7.4177216981132075	0.2297743543065455				
	424000	17	24752	32959	1.0610330188679244	0.043835243205058466					424000	17	24752	32959	7.395632075471698	0.23477732768497264					424000	17	24752	32959	2.655183962264151	40.796733392641606					424000	17	24752	32959	6.885554245283019	0.230017033373542				
	424000	17	24802	43026	1.0573915094339623	0.04386272828063476					424000	17	24802	43027	3.7061037735849056	0.23482260755559317					424000	17	24802	43027	2.6550849056603774	40.796694236826085					424000	17	24802	43027	10.587028301886793	0.2306203376154819				
	424000	17	24852	33814	1.0591132075471699	0.043890314228209694					424000	17	24852	33815	9.021426886792453	0.23524827195602552					424000	17	24852	33815	2.6458396226415095	40.79665531957356					424000	17	24852	33815	5.282830188679245	0.2307494220246985				
	424000	17	24902	39382	1.0565707547169811	0.04391772307171054					424000	17	24902	39382	9.13480896226415	0.23568423668727956					424000	17	24902	39382	2.643919811320755	40.7966166424334					424000	17	24902	39382	5.181132075471698	0.2308722152441147				
	424000	16	24952	32959	1.1247641509433963	0.04394967546914883					424000	16	24952	32959	10.136080188679244	0.23622329222105248					424000	16	24952	32959	2.8195825471698113	40.79657832258928					424000	16	24952	32959	4.505716981132076	0.23095616958328033				
	424000	16	25002	27102	1.6856179245283018	0.04402846361437791					424000	16	25002	27102	4.488924528301887	0.23630623073391047					424000	16	25002	27103	2.8155400943396227	40.79654023659428					424000	16	25002	27103	3.9443844339622642	0.23101147194014748				
	424000	16	25052	24035	1.1264764150943396	0.04406044567651323					424000	16	25052	24035	8.136606132075471	0.23664651008055398					424000	16	25052	24036	2.817853773584906	40.79650238825365					424000	16	25052	24036	7.065917452830188	0.23126700685546486				
	424000	16	25102	36837	0.9984433962264151	0.04408408356016406					424000	16	25102	36837	11.00731603773585	0.237281239016232					424000	16	25102	36837	2.257139150943396	40.79646440882964					424000	16	25102	36899	2.496804245283019	0.2312633424829388				
	424000	16	25152	25802	1.1268584905660377	0.04411605940718485					424000	16	25152	25802	7.8782028301886795	0.23759744441233357					424000	16	25152	25802	2.813254716981132	40.79642702277705					424000	16	25152	25802	7.312009433962264	0.2315385659828192				
	424000	16	25202	29558	1.0001084905660378	0.044139783719464365					424000	16	25202	29559	5.987858490566038	0.23776899486586328					424000	16	25202	29559	2.254063679245283	40.79638950637508					424000	16	25202	29559	7.514610849056604	0.23183028856126336				
	424000	16	25252	63106	0.9997452830188679	0.04416348122015144					424000	16	25252	63106	12.507665094339623	0.23858606993825857					424000	16	25252	63106	2.2581438679245283	40.7963522225309					424000	16	25252	63106	1.000816037735849	0.23178853005907907				
	424000	16	25302	36906	1.0008867924528302	0.04418724438928551					424000	16	25302	36906	4.0043962264150945	0.23864406719230222					424000	16	25302	36906	2.252943396226415	40.796315163553714					424000	16	25302	36906	9.517566037735849	0.23226885253070367				
	424000	16	25352	34026	1.0000471698113207	0.04421095134453869					424000	16	25352	34026	5.508483490566038	0.23878399067316172					424000	16	25352	34026	2.249294811320755	40.79627832951471					424000	16	25352	34026	8.002641509433962	0.23260176438489427				
	424000	16	25402	29646	1.0003443396226415	0.04423467192136417					424000	16	25402	29646	6.0108962264150945	0.23895613507992866					424000	16	25402	29646	2.2477216981132075	40.796241719015505					424000	16	25402	29646	7.48751179245283	0.23288973480592834				
	424000	16	25452	19332	1.1239811320754718	0.04426637193919624					424000	16	25452	19332	9.578337264150944	0.23942858819612484					424000	16	25452	19332	2.8172712264150945	40.7962056916823					424000	16	25452	19333	5.076063679245283	0.23300538033661647				
	424000	16	25502	22626	1.0014150943396227	0.044290141576257686					424000	16	25502	22626	6.502544811320755	0.2396340926031095					424000	16	25502	22626	2.253577830188679	40.796169527818826					424000	16	25502	22626	7.006504716981132	0.23325383669727665				
	424000	16	25552	38760	0.9992877358490566	0.04431377622158748					424000	16	25552	38760	7.513620283018868	0.23991648708132063					424000	16	25552	38760	2.256106132075472	40.79613358554254					424000	16	25552	38760	5.990575471698113	0.23342749607019542				
	424000	16	25602	22313	0.9990094339622642	0.04433738920492247					424000	16	25602	22313	7.489599056603773	0.24019655070490323					424000	16	25602	22313	2.250683962264151	40.796097856384236					424000	16	25602	22313	6.006622641509434	0.23360212279302653				
	424000	16	25652	25602	0.9996037735849057	0.044361033759975126					424000	16	25652	25602	7.0060754716981135	0.240438336287382					424000	16	25652	25603	2.247794811320755	40.796062342577976					424000	16	25652	25603	6.511712264150943	0.23381236536513322				
	424000	16	25702	27732	1.002438679245283	0.044384846559694054					424000	16	25702	27733	9.024198113207547	0.24085296133898373					424000	16	25702	27733	2.249492924528302	40.79602704340055					424000	16	25702	27733	4.0085094339622644	0.23387062852655155				
	424000	16	25752	19486	0.9994245283018868	0.0444084704195354					424000	16	25752	19486	8.000301886792453	0.24117414823991723					424000	16	25752	19486	2.2559811320754717	40.79599196177422					424000	16	25752	19486	5.473875	0.23401010169224226				
	424000	16	25802	10511	0.998122641509434	0.044432010261576706					424000	16	25802	10511	3.4920424528301885	0.241209145432856					424000	16	25802	10523	2.2505330188679245	40.795957087115234					424000	16	25802	10524	9.985849056603774	0.23453459427074264				
	424000	16	25852	46970	1.0003490566037736	0.044455680670486115					424000	16	25852	46970	8.817134433962265	0.24160272532071742					424000	16	25852	46970	2.2491485849056603	40.79592242089775					424000	16	25852	46970	4.684393867924529	0.23462738035406194				
	424000	16	25902	78741	0.9985849056603774	0.04447923889781949					424000	16	25902	78741	7.5147877358490565	0.241882565551022					424000	16	25902	78741	2.2453372641509435	40.79588795962594					424000	16	25902	78741	5.983981132075471	0.23479957585381417				
	424000	16	25952	25903	0.998188679245283	0.04450276822353565					424000	16	25952	25903	7.993396226415094	0.24220159407755462					424000	16	25952	25903	2.2561297169811323	40.79585371185767					424000	16	25952	25903	5.501063679245283	0.23494020050712994				
	424000	16	26002	18670	0.9971556603773585	0.044526230139853004					424000	16	26002	18670	7.744698113207547	0.2424993331282746					424000	16	26002	18670	2.2462830188679246	40.79581966206264					424000	16	26002	18670	5.750101415094339	0.23509667247096072				
	424000	16	26052	21970	0.9995424528301887	0.04454983168884428					424000	16	26052	21970	7.614908018867925	0.2427860449073887					424000	16	26052	21971	2.2482429245283018	40.79578581666727					424000	16	26052	21971	5.3658938679245285	0.235228788979969				
	424000	16	26102	19119	0.9999056603773585	0.04457345012342961					424000	16	26102	19119	5.867596698113208	0.24294567145229864					424000	16	26102	19119	2.248676886792453	40.79575217215589					424000	16	26102	19119	7.62276179245283	0.23552438133526715				
	424000	16	26152	23613	0.998995283018868	0.04459700833498848					424000	16	26152	23613	5.4998702830188675	0.24308232324991846					424000	16	26152	23613	2.2536650943396226	40.795718730728716					424000	16	26152	23613	8.015849056603773	0.23585318739527755				
	424000	16	26202	22051	1.0000141509433962	0.044620622986673054					424000	16	26202	22051	5.497068396226415	0.24321874606943442					424000	16	26202	22051	2.2505400943396228	40.79568548534425					424000	16	26202	22051	8.024377358490566	0.23618221663504713				
	424000	16	26252	15890	1.0026556603773584	0.044644392079328465					424000	16	26252	15890	4.123766509433962	0.24328144585157843					424000	16	26252	15890	2.2494811320754717	40.79565243605909					424000	16	26252	15890	9.388837264150943	0.23663915512540898				
	424000	16	26302	18090	1.000566037735849	0.04466802933815337					424000	16	26302	18090	5.494811320754717	0.24341768051542706					424000	16	26302	18090	2.2602877358490567	40.79561958859201					424000	16	26302	18090	7.998566037735849	0.23696469867931758				
	424000	16	26352	14319	0.999995283018868	0.04469162679250861					424000	16	26352	14319	9.81842216981132	0.24390431472195104					424000	16	26352	14319	2.251742924528302	40.795586929527495					424000	16	26352	14319	3.6927688679245283	0.2370080710492108				
	424000	16	26402	25521	1.0004009433962264	0.044715243318296946					424000	16	26402	25522	9.992216981132076	0.24440769688103298					424000	16	26402	25522	2.254702830188679	40.795554464589955					424000	16	26402	25522	3.4959551886792455	0.23704306893826038				
	424000	16	26452	33224	1.0009716981132075	0.04473888876866563					424000	16	26452	33224	7.515283018867924	0.24468389788444347					424000	16	26452	33224	2.2493207547169813	40.79552218672503					424000	16	26452	33224	5.995132075471698	0.2372141845691309				
	424000	15	26502	27040	1.0631132075471699	0.04476636963762052					424000	15	26502	27040	6.269877358490566	0.2448684831133042					424000	15	26502	27040	2.4002853773584905	40.79549018519479					424000	15	26502	27040	8.117290094339623	0.23754919314944703				
	424000	15	26552	28125	1.0698962264150944	0.04479426917845561					424000	15	26552	28125	4.265509433962264	0.2449374931379478					424000	15	26552	28125	2.3950731132075473	40.79545836803249					424000	15	26552	28125	10.137441037735849	0.2380809050834241				
	424000	15	26602	25877	1.070132075471698	0.04482217045286666					424000	15	26602	25877	6.402254716981132	0.24513087788400376					424000	15	26602	25877	2.3997853773584907	40.79542673962319					424000	15	26602	25877	8.012087264150944	0.23840539268105906				
	424000	15	26652	36303	1.0669575471698114	0.04484985666352151					424000	15	26652	36303	7.464575471698113	0.2454021537056006					424000	15	26652	36303	2.400438679245283	40.795395295716595					424000	15	26652	36303	6.946139150943396	0.2386429977761287				
	424000	15	26702	33840	1.0651650943396227	0.0448774163598685					424000	15	26702	33840	8.653094339622642	0.24577311137310653					424000	15	26702	33840	2.3969528301886793	40.79536403278628					424000	15	26702	34068	5.741299528301886	0.23879629447135842				
	424000	15	26752	32642	1.0682735849056604	0.04490516021624226					424000	15	26752	32642	8.53109433962264	0.2461325616135154					424000	15	26752	32642	2.400681603773585	40.79533295305667					424000	15	26752	32642	5.874830188679245	0.23895810558554792				
	424000	15	26802	37468	1.0654575471698113	0.04493271275631918					424000	15	26802	37468	10.13242216981132	0.2466451887456774					424000	15	26802	37468	2.401129716981132	40.79530205445242					424000	15	26802	37468	4.265018867924528	0.2390279264431268				
	424000	15	26852	27400	1.0655849056603774	0.04496026057564222					424000	15	26852	27400	5.324811320754717	0.24676937738345056					424000	15	26852	27400	2.4008042452830187	40.79527133415008					424000	15	26852	27400	9.062603773584906	0.23944670227934697				
	424000	15	26902	26568	1.0667405660377358	0.0449878685777972					424000	15	26902	26568	4.267433962264151	0.24683796694355434					424000	15	26902	26568	2.3945353773584905	40.79524078789801					424000	15	26902	26568	10.131033018867925	0.2399729541876811				
	424000	15	26952	30923	1.0668396226415093	0.045015469916844124					424000	15	26952	30923	6.318641509433962	0.24702403279666657					424000	15	26952	30923	2.401183962264151	40.7952104215346					424000	15	26952	30923	8.059832547169812	0.24029864458355846				
	424000	15	27002	25355	1.0673962264150942	0.04504309343598613					424000	15	27002	25355	4.8021792452830185	0.24711935460096882					424000	15	27002	25355	2.395639150943396	40.79518022646962					424000	15	27002	25355	9.59175	0.24076699362416484				
	424000	15	27052	29692	1.0671037735849056	0.04507068553566384					424000	15	27052	29692	5.994188679245283	0.24728400011514345					424000	15	27052	29692	2.4010471698113207	40.7951502085578					424000	15	27052	29692	8.399393867924529	0.2411211650625339				
	424000	15	27102	30478	1.0661650943396226	0.04509820561159351					424000	15	27102	30478	8.532754716981133	0.24764106597504007					424000	15	27102	30478	2.3990966981132074	40.795120361363146					424000	15	27102	30478	5.859575471698113	0.24128023123034023				
	424000	15	27152	31902	1.0657971698113207	0.04512568972250696					424000	15	27152	31902	6.267365566037736	0.2478230697993387					424000	15	27152	31902	2.4030283018867924	40.795090687127626					424000	15	27152	31903	8.12255896226415	0.24160931124757748				
	424000	15	27202	42734	1.065617924528302	0.04515314977974706					424000	15	27202	42734	7.979398584905661	0.24813217424656897					424000	15	27202	42734	2.4023537735849056	40.79506118231172					424000	15	27202	42734	6.4070660377358495	0.24180455423893554				
	424000	15	27252	27511	1.0671556603773584	0.045180693541720864					424000	15	27252	27511	6.923450471698113	0.24835918433245227					424000	15	27252	27511	2.398950471698113	40.79503184409236					424000	15	27252	27511	7.477056603773585	0.24207934798292097				
	424000	15	27302	34922	1.0672028301886793	0.045208227307201684					424000	15	27302	34922	8.009044811320754	0.2486699643307528					424000	15	27302	34922	2.3957264150943396	40.795002671090714					424000	15	27302	34922	6.404518867924528	0.24227399739747738				
	424000	15	27352	22880	1.0665990566037735	0.04523571028225699					424000	15	27352	22880	7.658358490566037	0.24895198280633463					424000	15	27352	22880	2.397323113207547	40.794973664824965					424000	15	27352	22880	6.733634433962264	0.24249175198430484				
	424000	15	27402	27293	1.0649716981132076	0.04526307858772197					424000	15	27402	27294	8.512075471698113	0.24930450646694713					424000	15	27402	27294	2.4080306603773587	40.79494482899308					424000	15	27402	27294	5.867254716981132	0.2426503549186313				
	424000	15	27452	27624	1.0670990566037737	0.04529056715053052					424000	15	27452	27624	7.482306603773585	0.24957196349676042					424000	15	27452	27624	2.400931603773585	40.79491615280012					424000	15	27452	27624	6.9446367924528305	0.24288318649857846				
	424000	15	27502	26366	1.0666462264150944	0.045318014476247614					424000	15	27502	26366	5.8579150943396225	0.24972626657163588					424000	15	27502	26366	2.4090448113207548	40.79488764357004					424000	15	27502	26366	8.539245283018868	0.24324626510423425				
	424000	15	27552	27069	1.0668490566037736	0.045345461575250934					424000	15	27552	27069	5.800221698113208	0.2498769325303972					424000	15	27552	27069	2.3978372641509433	40.79485928904159					424000	15	27552	27069	8.586382075471699	0.24361295858750381				
	424000	15	27602	29491	1.067688679245283	0.045372948155511836					424000	15	27602	29491	5.324127358490566	0.24999946933390188					424000	15	27602	29491	2.3961179245283017	40.79483109290929					424000	15	27602	29491	9.066132075471698	0.24402317861967823				
	424000	15	27652	19281	1.066745283018868	0.04540036292656497					424000	15	27652	19281	6.929	0.2502249588601238					424000	15	27652	19281	2.399617924528302	40.79480305815304					424000	15	27652	19281	7.4619669811320755	0.2442939553009681				
	424000	15	27702	22061	1.0657169811320755	0.04542770081336583					424000	15	27702	22061	9.070823113207547	0.25062521614853706					424000	15	27702	22061	2.3953349056603774	40.79477517830781					424000	15	27702	22061	5.328985849056604	0.244418583134387				
	424000	15	27752	21871	1.0642924528301887	0.04545493744243039					424000	15	27752	21871	7.474183962264151	0.250890446764908					424000	15	27752	21871	2.399372641509434	40.794747457076696					424000	15	27752	21871	6.938259433962264	0.2446490426640331				
	424000	15	27802	24965	1.0652216981132074	0.045482219111618205					424000	15	27802	24965	6.792617924528302	0.25110536289509994					424000	15	27802	24965	2.4028325471698113	40.79471989235354					424000	15	27802	24965	7.585139150943396	0.2449287818678884				
	424000	15	27852	27990	1.0685801886792452	0.04550969663006257					424000	15	27852	27990	10.119158018867925	0.2516049764641974					424000	15	27852	27990	2.400627358490566	40.79469248130577					424000	15	27852	27990	4.261509433962265	0.2449967795316909				
	424000	15	27902	34337	1.068061320754717	0.04553712883423459					424000	15	27902	34337	11.222568396226414	0.2522206010563174					424000	15	27902	34337	2.4017995283018867	40.794665223275494					424000	15	27902	34337	3.209759433962264	0.2450200888475949				
	424000	15	27952	30940	1.5987169811320754	0.04560474747333663					424000	15	27952	30940	3.19575	0.2522436701402586					424000	15	27952	30940	2.3939599056603775	40.79463811324176					424000	15	27952	30940	4.805129716981132	0.24511549112924694				
	424000	15	28002	17862	1.06313679245283	0.04563181579977327					424000	15	28002	17862	6.857018867924528	0.252461796697058					424000	15	28002	17862	2.4112099056603773	40.79461116292661					424000	15	28002	17862	7.531594339622641	0.245390424351089				
	424000	15	28052	21033	1.0659858490566039	0.04565904755783278					424000	15	28052	21033	10.846978773584906	0.2530341051371128					424000	15	28052	21033	2.3985990566037736	40.7945843556493					424000	15	28052	21033	3.5370212264150944	0.24542663565060693				
	424000	15	28102	18059	1.066688679245283	0.045686310016952204					424000	15	28102	18059	10.13157075471698	0.2535307614142006					424000	15	28102	18059	2.397497641509434	40.794557696580355					424000	15	28102	18059	4.259245283018868	0.2454946745022329				
	424000	15	28152	24908	1.066556603773585	0.04571355155560399					424000	15	28152	24908	9.581561320754718	0.25397259747516493					424000	15	28152	24908	2.39988679245283	40.79453118652063					424000	15	28152	24908	4.807740566037736	0.24559019074659205				
	424000	15	28202	29631	1.0677452830188678	0.045740853663392055					424000	15	28202	29631	6.928417452830189	0.2541940200410827					424000	15	28202	29631	2.4077264150943396	40.79450482627763					424000	15	28202	29631	7.468867924528302	0.24585964069695224				
	424000	15	28252	31711	1.0664811320754717	0.04576806498653389					424000	15	28252	31711	9.456721698113208	0.25462278356012574					424000	15	28252	31711	2.398073113207547	40.7944786071635					424000	15	28252	31712	4.923033018867924	0.24596117454588917				
	424000	14	28302	37235	1.1432735849056603	0.04580014116406442					424000	14	28302	37235	11.447264150943397	0.255255314334008					424000	14	28302	37235	2.564438679245283	40.794452619128556					424000	14	28302	37235	3.986186320754717	0.24601669327742937				
	424000	14	28352	34539	1.142316037735849	0.04583213313200948					424000	14	28352	34539	5.725424528301887	0.2553977980524026					424000	14	28352	34539	2.5729103773584905	40.79442677836922					424000	14	28352	34539	9.705356132075472	0.24648377210543643				
	424000	14	28402	43225	1.1424528301886792	0.045864112612476825					424000	14	28402	43225	7.985712264150943	0.2556970159116205					424000	14	28402	43225	2.5579882075471696	40.79440107158064					424000	14	28402	43225	7.430358490566038	0.24674915242160414				
	424000	14	28452	39393	1.14225	0.04589605745547881					424000	14	28452	39394	9.048028301886793	0.2560856566546154					424000	14	28452	39394	2.5698207547169813	40.794375512241444					424000	14	28452	39394	6.362900943396227	0.24693712704209728				
	424000	14	28502	31502	1.144070754716981	0.045928099746395425					424000	14	28502	31502	7.443419811320755	0.2563421742285076					424000	14	28502	31502	2.56723820754717	40.794350090787646					424000	14	28502	31502	7.990797169811321	0.24724673362527141				
	424000	14	28552	29161	1.1417735849056603	0.045959970824151396					424000	14	28552	29161	5.438811320754717	0.25646753410940065					424000	14	28552	29161	2.5757995283018866	40.79432481252146					424000	14	28552	29161	9.985950471698112	0.24773928526401529				
	424000	14	28602	24539	1.1423018867924528	0.04599185507480302					424000	14	28602	24539	5.078247641509434	0.25657324413804444					424000	14	28602	24539	2.5738278301886792	40.79429967155439					424000	14	28602	24539	10.337200471698113	0.24826688930265792				
	424000	14	28652	26416	1.1418632075471697	0.04602368958878801					424000	14	28652	26416	8.565459905660378	0.25691844328109964					424000	14	28652	26416	2.567202830188679	40.79427466352155					424000	14	28652	26417	6.8572075471698115	0.24848766481071471				
	424000	14	28702	23617	0.9989481132075472	0.04604674599449474					424000	14	28702	23617	6.996169811320755	0.25714172220958553					424000	14	28702	23617	2.0028466981132076	40.7942495086385					424000	14	28702	23617	6.501195754716981	0.24868344635095782				
	424000	14	28752	24927	1.1399150943396226	0.04607842027204973					424000	14	28752	24927	7.266285377358491	0.2573840526075986					424000	14	28752	24927	2.5711792452830187	40.79422477404479					424000	14	28752	24927	8.145228773584906	0.2490033755661634				
	424000	14	28802	24514	1.0004245283018869	0.04610154293352493					424000	14	28802	24514	6.989202830188679	0.2576063875657385					424000	14	28802	24514	2.001827830188679	40.79419989026134					424000	14	28802	24514	6.508584905660378	0.24919920733529513				
	424000	14	28852	22718	0.9990754716981132	0.046124581844391464					424000	14	28852	22718	7.997320754716982	0.2579036013209352					424000	14	28852	22718	2.001179245283019	40.79417514024301					424000	14	28852	22718	5.498625	0.24933126920433796				
	424000	14	28902	22314	1.1404905660377358	0.046156246973355124					424000	14	28902	22314	10.629195754716982	0.2584398419097877					424000	14	28902	22314	2.563134433962264	40.79415080220728					424000	14	28902	22314	4.786525943396226	0.2494242583851427				
	424000	14	28952	26016	1.144	0.046188118252114045					424000	14	28952	26017	6.637186320754717	0.25863718585876916					424000	14	28952	26017	2.572358490566038	40.79412660061698					424000	14	28952	26017	8.81336320754717	0.2498007229042731				
	424000	14	29002	26258	1.1420849056603775	0.04621984447891159					424000	14	29002	26258	11.426037735849057	0.2592564018461582					424000	14	29002	26258	2.566554245283019	40.794102525857426					424000	14	29002	26258	4.004082547169811	0.2498562913357501				
	424000	14	29052	25845	1.1422594339622643	0.046251561019177496					424000	14	29052	25845	8.567334905660378	0.2595977343683288					424000	14	29052	25845	2.5678396226415092	40.794078581003944					424000	14	29052	25846	6.8596415094339624	0.25007572037366893				
	424000	14	29102	25786	0.999183962264151	0.04627454884305095					424000	14	29102	25786	7.486662735849056	0.2598535033126031					424000	14	29102	25786	1.9972853773584907	40.79405448526059					424000	14	29102	25786	6.000962264150943	0.25023766374876555				
	424000	14	29152	23739	1.1441367924528303	0.04630635276369169					424000	14	29152	23739	8.280389150943396	0.2601703576624					424000	14	29152	23740	2.5755990566037736	40.79403080109078					424000	14	29152	23740	7.142415094339623	0.2504770905089431				
	424000	14	29202	35681	1.141745283018868	0.04633798150020384					424000	14	29202	35681	6.276900943396226	0.260343024494184					424000	14	29202	35681	2.5608537735849057	40.79400723584903					424000	14	29202	35681	9.157660377358491	0.2508829309969029				
	424000	14	29252	32168	1.1435518867924528	0.046369705720462465					424000	14	29252	32168	9.706799528301886	0.26078353824759987					424000	14	29252	32168	2.57823820754717	40.793983805376776					424000	14	29252	32168	5.712311320754717	0.2510266752648938				
	424000	14	29302	44651	1.1428537735849056	0.046401364081124274					424000	14	29302	44651	8.705563679245284	0.2611341940574119					424000	14	29302	44651	2.5755943396226417	40.7939604977772					424000	14	29302	44651	6.7069033018867925	0.2512343276832517				
	424000	14	29352	38391	1.0010188679245282	0.04642439922346718					424000	14	29352	38391	9.533518867924528	0.2615571970072637					424000	14	29352	38391	2.0045141509433964	40.793937039460516					424000	14	29352	38391	3.9959245283018867	0.25128938797835265				
	424000	14	29402	33205	1.1426745283018869	0.04645601240267178					424000	14	29402	33205	7.427813679245283	0.26180649561583647					424000	14	29402	33205	2.574174528301887	40.79391397918033					424000	14	29402	33205	8.006481132075471	0.2515942498144601				
	424000	14	29452	33742	1.002066037735849	0.04647908808231223					424000	14	29452	33742	5.484719339622641	0.2619314332474002					424000	14	29452	33742	1.9937995283018868	40.793890763160576					424000	14	29452	33742	7.992679245283019	0.25189757925781225				
	424000	14	29502	35175	0.9993396226415094	0.04650200223239506					424000	14	29502	35175	6.925771226415094	0.26214504499324615					424000	14	29502	35176	1.9983396226415093	40.79386767215419					424000	14	29502	35176	6.573858490566038	0.25209539593174884				
	424000	14	29552	47802	0.9992405660377358	0.046524904569604515					424000	14	29552	47802	6.00633962264151	0.262299763863902					424000	14	29552	47802	2.001195754716981	40.79384470479531					424000	14	29552	47802	7.505306603773585	0.2523598610056805				
	424000	14	29602	51952	1.1430283018867924	0.04655648130042055					424000	14	29602	51952	6.843	0.2625074561740215					424000	14	29602	51952	2.5716462264150945	40.79382213027368					424000	14	29602	51952	8.574728773584905	0.2527105998022464				
	424000	14	29652	48569	1.0019150943396227	0.04657951646649248					424000	14	29652	48569	2.4964740566037738	0.2625080167314557					424000	14	29652	48569	2.000622641509434	40.793799403328215					424000	14	29652	48569	10.97836320754717	0.2532938778494334				
	424000	14	29702	49922	0.9980707547169811	0.04660232730495499					424000	14	29702	49922	7.015551886792453	0.2627272708668176					424000	14	29702	49922	1.996009433962264	40.79377679449895					424000	14	29702	49922	6.488379716981132	0.25348476499437683				
	424000	14	29752	55429	0.9983443396226415	0.046625147477739555					424000	14	29752	55429	8.565424528301886	0.263063336812199					424000	14	29752	55429	1.9977948113207546	40.79375430519851					424000	14	29752	55429	4.944353773584906	0.25358437564791936				
	424000	14	29802	47610	0.9997924528301887	0.046648043352668304					424000	14	29802	47610	7.4912264150943395	0.2633156465613422					424000	14	29802	47610	2.000129716981132	40.79373193474908					424000	14	29802	47610	6.000820754716981	0.2537439002541842				
	424000	14	29852	46503	0.9986462264150944	0.046670868140401015					424000	14	29852	46504	5.998188679245283	0.2634691835632343					424000	14	29852	46504	1.995004716981132	40.79370967895155					424000	14	29852	46504	7.498125	0.2540059064118811				
	424000	14	29902	55438	1.1434150943396226	0.04670238511621299					424000	14	29902	55438	6.561433962264151	0.2636574258626323					424000	14	29902	55438	2.5723985849056605	40.793687810420515					424000	14	29902	55438	8.856790094339622	0.2543785339612814				
	424000	14	29952	64283	1.000693396226415	0.04672530647081163					424000	14	29952	64686	8.998344339622642	0.2640285191952136					424000	14	29952	64686	1.9959740566037736	40.793665786228885					424000	14	29952	64686	4.5123325471698115	0.25445638420775696				
	424000	14	30002	63412	1.1416415094339623	0.046756677225563495					424000	14	30002	63412	5.708844339622641	0.2641648773854034					424000	14	30002	63412	2.5729268867924526	40.79364414603697					424000	14	30002	63412	9.686551886792452	0.25490425213521917				
	424000	14	30052	64037	0.998872641509434	0.04677947682957173					424000	14	30052	64038	4.656665094339623	0.2642466803893526					424000	14	30052	64038	2.0035283018867927	40.79362235358227					424000	14	30052	64038	8.860575471698112	0.2552757485242886				
	424000	14	30102	63091	1.1414292452830188	0.04681080112548781					424000	14	30102	63091	9.147207547169812	0.26462968882236654					424000	14	30102	63091	2.574688679245283	40.79360093906174					424000	14	30102	63091	6.278301886792453	0.2554514346196745				
	424000	14	30152	57906	1.1439811320754718	0.04684226701026501					424000	14	30152	57906	9.636575471698114	0.2650556755187664					424000	14	30152	57906	2.5736721698113207	40.79357963529511					424000	14	30152	57906	5.2101132075471694	0.25556426822704925				
	424000	14	30202	58968	0.9993867924528302	0.04686506387570955					424000	14	30202	58968	7.48683962264151	0.265305537715451					424000	14	30202	58968	2.000327830188679	40.793558177651455					424000	14	30202	58968	5.996660377358491	0.2557222155451888				
	424000	14	30252	74961	1.1429669811320755	0.04689643222412091					424000	14	30252	74961	7.073974056603774	0.2655261756209906					424000	14	30252	74961	2.5650400943396225	40.793537090207856					424000	14	30252	74962	8.378818396226414	0.25605138130971594				
	424000	13	30302	76950	1.077688679245283	0.04692375552734935					424000	13	30302	76950	12.450191037735848	0.26624130856025796					424000	13	30302	76950	2.1577924528301886	40.79351592333432					424000	13	30302	76950	2.078610849056604	0.2560411262028262				
	424000	13	30352	64704	1.077872641509434	0.04695107637060593					424000	13	30352	64704	5.921709905660378	0.266388517222632					424000	13	30352	64704	2.1562570754716983	40.79349486509963					424000	13	30352	64704	8.615396226415095	0.25638967141536684				
	424000	13	30402	64655	1.077504716981132	0.0469783616692406					424000	13	30402	64655	8.773551886792452	0.26673647262699246					424000	13	30402	64655	2.161	40.793473917718686					424000	13	30402	64655	5.772568396226415	0.2565337279664887				
	424000	13	30452	55925	1.08	0.047005783038056845					424000	13	30452	55925	4.305924528301887	0.26680161196605634					424000	13	30452	55925	2.1544622641509434	40.79345307472953					424000	13	30452	55925	10.20622641509434	0.25702786849744796				
	424000	13	30502	54268	1.079882075471698	0.047033183654850805					424000	13	30502	54268	5.380165094339622	0.26691855489443467					424000	13	30502	54268	2.156365566037736	40.7934323397952					424000	13	30502	54268	9.127396226415094	0.25741941088173037				
	424000	13	30552	60388	1.0758490566037735	0.0470603295157523					424000	13	30552	60388	4.84845283018868	0.2670085889880605					424000	13	30552	60388	2.153632075471698	40.79341171006968					424000	13	30552	60388	9.697075471698113	0.2578625220526986				
	424000	13	30602	61774	1.0786981132075473	0.047087632213714155					424000	13	30602	61774	8.636754716981132	0.2673443810614503					424000	13	30602	61774	2.1580306603773587	40.79339118776726					424000	13	30602	61774	5.923162735849057	0.2580145283967425				
