_station_id_	n	b	s	time	mean of n samples from s	stdev of n samples				_docks_available_	n	b	s	time	mean of n samples from s	stdev of n samples				id_0	n	b	s	time	mean of n samples from s	stdev of n samples				_bikes_available_	n	b	s	time	mean of n samples from s	stdev of n samples				
	424000	83510	5	988	0.9995660377358491	0.2843846617517399					424000	83510	5	988	7.164070754716981	8.2584594877189					424000	83510	5	988	10411.718087264151	5223.379718642743					424000	83510	5	988	6.304681603773585	1.8640882274705113				
	424000	83560	5	1245	0.9997028301886792	0.2844036256870078					424000	83560	5	1245	6.9888820754716985	8.269146351620762					424000	83560	5	1245	10489.68503773585	5234.405412194026					424000	83560	5	1245	6.50297641509434	1.8917129350999962				
	424000	83610	5	984	1.439941037735849	0.3456546072187113					424000	83610	5	984	3.9573466981132075	8.16937398663823					424000	83610	5	984	10436.618931603774	5226.901070249447					424000	83610	5	984	4.232459905660377	1.576291109955436				
	424000	83660	5	1057	1.4442287735849058	0.34625293837620036					424000	83660	5	1057	3.9377806603773586	8.177152439572147					424000	83660	5	1057	10475.417568396226	5232.387778224321					424000	83660	5	1057	4.230936320754717	1.5760803198463438				
	424000	83710	5	1012	1.4451556603773585	0.34638228427902573					424000	83710	5	1012	3.9500896226415096	8.168787608481248					424000	83710	5	1012	10434.74358254717	5226.635867836483					424000	83710	5	1012	4.232356132075472	1.5762767390501944				
	424000	83760	5	1104	1.000995283018868	0.28458280471935427					424000	83760	5	1104	6.4269834905660375	8.253491381012266					424000	83760	5	1104	10500.78766745283	5235.975490485133					424000	83760	5	1104	7.071775943396227	1.9710184063568317				
	424000	83810	5	1151	1.0005094339622642	0.2845154485586294					424000	83810	5	1151	7.002533018867925	8.271838279387465					424000	83810	5	1151	10500.321540094339	5235.909573073957					424000	83810	5	1151	6.494740566037736	1.8905653747965663				
	424000	83860	5	1290	1.447183962264151	0.34666533585247383					424000	83860	5	1290	3.919490566037736	8.18013923714555					424000	83860	5	1290	10491.602990566038	5234.676639462833					424000	83860	5	1290	4.2146603773584905	1.5738276182205937				
	424000	83910	5	978	0.9985801886792453	0.28424799215484176					424000	83910	5	978	7.01563679245283	8.264744145418739					424000	83910	5	978	10464.684568396226	5230.869971285293					424000	83910	5	978	6.4674905660377355	1.8867684204962454				
	424000	83960	5	1015	1.0003915094339622	0.2844991000740152					424000	83960	5	1015	7.145938679245283	8.275508557408587					424000	83960	5	1015	10495.374266509434	5235.209954410889					424000	83960	5	1015	6.333393867924529	1.8680875581833691				
	424000	84010	5	1243	0.9997311320754717	0.28440754926628586					424000	84010	5	1244	7.018594339622641	8.263355842742332					424000	84010	5	1244	10457.64858018868	5229.874977215608					424000	84010	5	1244	6.483799528301887	1.8890407891197412				
	424000	84060	5	988	1.0004292452830188	0.28450433158463545					424000	84060	5	988	7.013889150943396	8.271181007087579					424000	84060	5	988	10495.447846698113	5235.220359762503					424000	84060	5	988	6.474681603773585	1.88777042842082				
	424000	84110	5	1162	1.0014198113207546	0.28464166014579334					424000	84110	5	1162	7.028360849056604	8.275467776906105					424000	84110	5	1162	10513.509551886793	5237.774555777027					424000	84110	5	1162	6.468035377358491	1.8868444404207763				
	424000	84160	5	1074	1.4519009433962264	0.3473236194662367					424000	84160	5	1074	3.871634433962264	8.18468089095042					424000	84160	5	1074	10518.591016509434	5238.493151101624					424000	84160	5	1074	4.188653301886792	1.5702283546072269				
	424000	84210	5	1031	1.4567735849056604	0.3480036617222456					424000	84210	5	1031	3.8608985849056605	8.184862359455563					424000	84210	5	1031	10520.718110849057	5238.793954175992					424000	84210	5	1031	4.186811320754717	1.5699734447370284				
	424000	84260	5	1013	1.5036438679245283	0.35454682678306987					424000	84260	5	1014	3.4782759433962265	8.179151400991183					424000	84260	5	1014	10538.620771226415	5241.325659148754					424000	84260	5	1014	4.0195141509433965	1.546828859538005				
	424000	84310	5	1055	1.0015188679245284	0.28465539315038446					424000	84310	5	1055	6.412936320754717	8.26167671067448					424000	84310	5	1055	10541.552280660377	5241.740218602672					424000	84310	5	1056	7.090549528301887	1.9736375890967661				
	424000	84360	5	1014	0.9994669811320754	0.28437092927900387					424000	84360	5	1014	7.176417452830188	8.284536263838591					424000	84360	5	1014	10533.386481132076	5240.585451912009					424000	84360	5	1014	6.30525	1.86416766616072				
	424000	84410	5	1263	1.5015778301886793	0.3542583376688442					424000	84410	5	1263	3.4686084905660377	8.186493008793827					424000	84410	5	1264	10574.075186320755	5246.339446343138					424000	84410	5	1264	4.026792452830189	1.547835534040547				
	424000	84460	5	981	1.4602004716981132	0.34848195094492523					424000	84460	5	981	3.837514150943396	8.193507688575615					424000	84460	5	981	10563.988882075471	5244.913091236303					424000	84460	5	981	4.165683962264151	1.5670498639457293				
	424000	84510	5	1011	0.9965094339622641	0.2839609293333981					424000	84510	5	1011	7.153841981132075	8.295833606527866					424000	84510	5	1011	10590.462443396227	5248.65685106552					424000	84510	5	1011	6.298073113207547	1.8631682011742494				
	424000	84560	5	990	1.4959599056603774	0.35347391515123117					424000	84560	5	990	3.471299528301887	8.184282820226606					424000	84560	5	990	10563.427153301887	5244.83365432301					424000	84560	5	990	4.02564858490566	1.5476773085421347				
	424000	84610	5	1010	1.4561674528301887	0.3479190659426634					424000	84610	5	1010	3.7976698113207545	8.200244392476232					424000	84610	5	1010	10600.249278301886	5250.040856843514					424000	84610	5	1010	4.165563679245283	1.5670333025059735				
	424000	84660	5	1023	1.4601014150943397	0.3484681254077622					424000	84660	5	1023	3.8053726415094338	8.19970979091987					424000	84660	5	1023	10596.837054245283	5249.5583169752945					424000	84660	5	1023	4.15983962264151	1.566241220576155				
	424000	84710	5	980	1.5020943396226416	0.3543304593780157					424000	84710	5	980	3.480047169811321	8.188946614251774					424000	84710	5	980	10584.247438679246	5247.777955838679					424000	84710	5	980	4.025830188679246	1.5477024826340688				
	424000	84760	5	1171	0.9986320754716981	0.284255185223837					424000	84760	5	1171	7.178443396226415	8.30046561327827					424000	84760	5	1171	10608.56666509434	5251.2170605978945					424000	84760	5	1171	6.312372641509434	1.8651598780084169				
	424000	84810	4	958	1.000495283018868	0.35407322800028374					424000	84810	4	958	7.038669811320755	10.371953770224437					424000	84810	4	958	10622.61166981132	6566.538091700984					424000	84810	4	958	6.4674268867924525	2.3511992480231663				
	424000	84860	4	985	0.9978066037735849	0.3536039708134457					424000	84860	4	985	7.005995283018868	10.37147369896582					424000	84860	4	985	10625.85679009434	6567.111733343199					424000	84860	4	985	6.4713136792452834	2.351879802205448				
	424000	84910	4	995	0.9990188679245283	0.35381554617728406					424000	84910	4	995	7.034849056603774	10.36170462365117					424000	84910	4	995	10584.374011792454	6559.778800932475					424000	84910	4	995	6.478091981132075	2.3530665587603163				
	424000	84960	4	1159	1.0022924528301886	0.3543868983734081					424000	84960	4	1159	7.013132075471698	10.374188243592345					424000	84960	4	1159	10635.035009433963	6568.734172065053					424000	84960	4	1159	6.455471698113207	2.349105997585061				
	424000	85010	4	1126	1.0010566037735849	0.3541711977647969					424000	85010	4	1126	7.195004716981132	10.382472597524984					424000	85010	4	1126	10638.08229716981	6569.272842758273					424000	85010	4	1126	6.279516509433963	2.318301739575991				
	424000	85060	4	994	1.0024764150943397	0.3544190067681566					424000	85060	4	994	7.022497641509434	10.370735432159094					424000	85060	4	994	10620.504028301886	6566.165522796418					424000	85060	4	994	6.46770283018868	2.351247551624892				
	424000	85110	4	977	0.9984198113207547	0.3537109929606092					424000	85110	4	977	7.210698113207547	10.383652951061721					424000	85110	4	977	10640.093525943395	6569.6283687616115					424000	85110	4	977	6.252639150943396	2.3135970621256408				
	424000	85160	4	954	0.997183962264151	0.35349530303312415					424000	85160	4	954	7.216325471698113	10.384657788538432					424000	85160	4	954	10643.019011792452	6570.145508503843					424000	85160	4	954	6.269455188679245	2.3165405779071335				
	424000	85210	4	1041	1.4740283018867923	0.4369232848465273					424000	85210	4	1041	3.684542452830189	10.26325870577053					424000	85210	4	1041	10669.186625	6574.771171824049					424000	85210	4	1041	4.162870283018868	1.948490345829398				
	424000	85260	4	1027	1.474183962264151	0.4369505733991113					424000	85260	4	1027	3.6718325471698114	10.270825825431224					424000	85260	4	1027	10699.000738207547	6580.041429421561					424000	85260	4	1027	4.174780660377358	1.9505666986582264				
	424000	85310	4	1162	0.9978254716981132	0.35360726378931207					424000	85310	4	1162	6.436714622641509	10.355711478349196					424000	85310	4	1162	10652.449622641509	6571.812562720287					424000	85310	4	1163	7.071681603773585	2.4570450295499446				
	424000	85360	4	1028	0.999066037735849	0.35382377874819854					424000	85360	4	1028	7.012992924528302	10.38910506670211					424000	85360	4	1028	10691.561372641509	6578.726368541174					424000	85360	4	1028	6.486992924528302	2.354625386652156				
	424000	85410	4	1213	0.9997122641509434	0.35393656546993074					424000	85410	4	1213	7.032945754716981	10.3854045835051					424000	85410	4	1213	10674.45633490566	6575.7027014000405					424000	85410	4	1213	6.477469339622641	2.352957782256598				
	424000	85460	4	1100	0.9995754716981132	0.3539126908297424					424000	85460	4	1100	7.249818396226415	10.401479703363762					424000	85460	4	1100	10701.530643867925	6580.488642309928					424000	85460	4	1100	6.205205188679245	2.305294742178918				
	424000	85510	4	1195	1.0	0.3539867846740422					424000	85510	4	1195	7.269141509433962	10.405408713985144					424000	85510	4	1195	10713.387136792453	6582.584521372306					424000	85510	4	1195	6.1880943396226415	2.302299968218456				
	424000	85560	4	1082	1.0033443396226416	0.35457049354945874					424000	85560	4	1082	7.010240566037736	10.378665947756216					424000	85560	4	1082	10652.444450471698	6571.8116484206585					424000	85560	4	1082	6.493606132075472	2.3557832545679016				
	424000	85610	4	977	1.4825966981132075	0.4384254381988545					424000	85610	4	977	3.564441037735849	10.265779015836225					424000	85610	4	977	10692.554879716981	6578.901991340797					424000	85610	4	977	4.180334905660377	1.9515348929941945				
	424000	85660	4	1142	1.4781556603773585	0.4376468546417168					424000	85660	4	1142	3.558700471698113	10.274034005488069					424000	85660	4	1142	10724.112129716981	6584.480384602961					424000	85660	4	1142	4.176875	1.9509318376181688				
	424000	85710	4	1021	1.0032122641509433	0.35454744110576764					424000	85710	4	1021	7.262198113207547	10.396890255938148					424000	85710	4	1021	10682.18179481132	6577.068335266225					424000	85710	4	1021	6.199327830188679	2.304266003428951				
	424000	85760	4	1003	1.4822240566037737	0.43836010740578857					424000	85760	4	1003	3.5479811320754715	10.272140815649475					424000	85760	4	1003	10718.260327830189	6583.445958177197					424000	85760	4	1003	4.168181603773585	1.9494163365372223				
	424000	85810	4	1014	0.9979716981132075	0.3536327843850406					424000	85810	4	1015	7.276771226415095	10.407720984523841					424000	85810	4	1015	10720.953073113207	6583.92195634779					424000	85810	4	1015	6.20461320754717	2.305191196173057				
	424000	85860	4	1109	1.4829669811320754	0.43849035566569294					424000	85860	4	1109	3.5435259433962263	10.277233657329893					424000	85860	4	1109	10737.832254716981	6586.9056991651					424000	85860	4	1109	4.171436320754717	1.9499837749275823				
	424000	85910	4	1055	0.9978679245283019	0.3536146729904482					424000	85910	4	1055	7.025082547169811	10.40700247396463					424000	85910	4	1055	10757.484051886793	6590.379559086606					424000	85910	4	1055	6.463742924528302	2.350554572353484				
	424000	85960	4	1006	1.4812853773584906	0.43819554069150385					424000	85960	4	1006	3.521808962264151	10.27740162698813					424000	85960	4	1006	10740.953676886793	6587.45747483005					424000	85960	4	1006	4.148676886792453	1.9460163612197596				
	424000	86010	4	960	0.9997594339622642	0.353944798114247					424000	86010	4	960	7.275419811320755	10.409768917043278					424000	86010	4	960	10728.930780660377	6585.3321803564795					424000	86010	4	960	6.193103773584905	2.3031767796354163				
	424000	86060	4	1107	0.9977169811320755	0.35358832918468724					424000	86060	4	1107	7.032775943396226	10.400222293689504					424000	86060	4	1107	10730.613158018868	6585.62957518733					424000	86060	4	1108	6.4784740566037735	2.3531338600124494				
	424000	86110	4	1014	0.9996320754716981	0.35392256998642463					424000	86110	4	1014	7.299733490566037	10.42579362353256					424000	86110	4	1014	10785.861841981132	6595.395918306359					424000	86110	4	1014	6.205568396226415	2.3053585722381555				
	424000	86160	4	1021	0.9994811320754717	0.35389622558670514					424000	86160	4	1021	6.42111320754717	10.388678855065754					424000	86160	4	1021	10779.346398584905	6594.244179396317					424000	86160	4	1021	7.052360849056604	2.4536596777942017				
	424000	86210	4	1015	0.999004716981132	0.3538130764069466					424000	86210	4	1016	7.267325471698113	10.417308737300484					424000	86210	4	1016	10758.790721698113	6590.610539894605					424000	86210	4	1016	6.190330188679245	2.3026914187473326				
	424000	86260	4	1133	1.0003537735849057	0.35404852985068364					424000	86260	4	1133	6.443285377358491	10.388407447096876					424000	86260	4	1133	10775.047426886793	6593.484247510724					424000	86260	4	1133	7.073674528301887	2.4573945906802384				
	424000	86310	4	1266	1.0006981132075472	0.35410862875771837					424000	86310	4	1266	6.444846698113207	10.392017798175196					424000	86310	4	1266	10788.460549528301	6595.8552934552645					424000	86310	4	1266	7.0617264150943395	2.4553008794091022				
	424000	86360	4	1020	0.9984386792452831	0.3537142859631594					424000	86360	4	1020	6.435033018867925	10.404981135903286					424000	86360	4	1020	10838.89546226415	6604.7707047767035					424000	86360	4	1020	7.048306603773585	2.4529494040203272				
	424000	86410	4	1143	1.0001132075471697	0.35400654310133195					424000	86410	4	1143	6.440318396226415	10.393647850435004					424000	86410	4	1143	10795.289327830189	6597.062420815042					424000	86410	4	1143	7.04760141509434	2.452825718890626				
	424000	86460	4	1044	1.0001650943396228	0.3540155990562606					424000	86460	4	1044	6.44333962264151	10.399393696637578					424000	86460	4	1044	10816.556438679245	6600.821821345702					424000	86460	4	1044	7.048674528301887	2.4530138204245233				
	424000	86510	4	1016	1.0013537735849056	0.3542230643936859					424000	86510	4	1016	6.992648584905661	10.419424140777759					424000	86510	4	1016	10809.528327830189	6599.5794577633515					424000	86510	4	1016	6.493780660377358	2.3558142390497467				
	424000	86560	4	1037	1.0001367924528302	0.35401065944349375					424000	86560	4	1037	7.012108490566038	10.43401127402597					424000	86560	4	1037	10861.773783018867	6608.814920390824					424000	86560	4	1037	6.499459905660378	2.356808839226978				
